20,20
11,18
24,7
24,22
19,22
21,26
19,11
15,15
20,21
9,16
23,23
7,22
14,16
24,15
21,14
15,22
23,22
9,8
21,25
22,8
25,22
14,9
18,10
18,7
6,22
17,10
16,12
19,26
15,17
23,8
